0	0
0.03	0
0.06	0
0.09	0
0.12	0
0.15	0
0.18	0
0.21	0
0.24	0
0.27	0
0.3	0
0.33	0
0.36	0
0.39	0
0.42	0
0.45	0
0.48	0
0.51	0
0.54	0
0.57	0
0.6	0
0.63	0
0.66	0
0.69	2.43083e-290
0.72	1.37643e-246
0.75	8.73735e-211
0.78	2.90965e-181
0.81	9.5724e-157
0.84	2.99149e-136
0.87	5.16945e-119
0.9	1.96902e-104
0.93	4.9386e-92
0.96	1.95224e-81
0.99	2.45155e-72
1.02	1.72361e-64
1.05	1.07586e-57
1.08	8.69473e-52
1.11	1.24109e-46
1.14	4.04546e-42
1.17	3.72838e-38
1.2	1.16134e-34
1.23	1.42013e-31
1.26	7.73457e-29
1.29	2.08769e-26
1.32	3.05791e-24
1.35	2.62607e-22
1.38	1.41274e-20
1.41	5.03938e-19
1.44	1.25173e-17
1.47	2.25858e-16
1.5	3.07095e-15
1.53	3.2483e-14
1.56	2.74819e-13
1.59	1.90537e-12
1.62	1.10582e-11
1.65	5.47354e-11
1.68	2.34889e-10
1.71	8.86666e-10
1.74	2.98213e-09
1.77	9.03842e-09
1.8	2.49363e-08
1.83	6.31889e-08
1.86	1.48247e-07
1.89	3.24315e-07
1.92	6.65818e-07
1.95	1.29013e-06
1.98	2.37152e-06
2.01	4.15471e-06
2.04	6.96592e-06
2.07	1.12193e-05
2.1	1.7417e-05
2.13	2.61412e-05
2.16	3.80387e-05
2.19	5.3798e-05
2.22	7.41202e-05
2.25	9.96867e-05
2.28	0.000131126
2.31	0.00016898
2.34	0.000213679
2.37	0.000265518
2.4	0.000324638
2.43	0.000391027
2.46	0.000464513
2.49	0.00054478
2.52	0.000631382
2.55	0.000723771
2.58	0.000821331
2.61	0.000923415
2.64	0.0010294
2.67	0.00113873
2.7	0.00125101
2.73	0.00136601
2.76	0.00148382
2.79	0.00160488
2.82	0.00173005
2.85	0.00186072
2.88	0.00199886
2.91	0.0021471
2.94	0.00230873
2.97	0.00248782
3	0.00268912
3.03	0.00291807
3.06	0.00318063
3.09	0.00348299
3.12	0.00383118
3.15	0.00423026
3.18	0.00468332
3.21	0.00519008
3.24	0.00574525
3.27	0.00633682
3.3	0.00694481
3.33	0.00754095
3.36	0.00809002
3.39	0.008553
3.42	0.00889226
3.45	0.00907744
3.48	0.00909464
3.51	0.00898767
3.54	0.00877748
3.57	0.00847643
3.6	0.00810115
3.63	0.00767073
3.66	0.00720484
3.69	0.00672211
3.72	0.00623894
3.75	0.00576868
3.78	0.00532144
3.81	0.00490412
3.84	0.00452079
3.87	0.00417319
3.9	0.00386128
3.93	0.00358369
3.96	0.00333824
3.99	0.00312222
4.02	0.0029327
4.05	0.00276673
4.08	0.00262143
4.11	0.00249409
4.14	0.00238225
4.17	0.00228365
4.2	0.00219632
4.23	0.00211849
4.26	0.00204863
4.29	0.00198543
4.32	0.00192775
4.35	0.00187464
4.38	0.00182531
4.41	0.00177909
4.44	0.00173543
4.47	0.00169391
4.5	0.00165415
4.53	0.00161589
4.56	0.0015789
4.59	0.00154302
4.62	0.00150811
4.65	0.00147407
4.68	0.00144084
4.71	0.00140836
4.74	0.00137659
4.77	0.00134549
4.8	0.00131506
4.83	0.00128526
4.86	0.00125609
4.89	0.00122754
4.92	0.00119959
4.95	0.00117225
4.98	0.00114549
5.01	0.00111932
5.04	0.00109373
5.07	0.00106871
5.1	0.00104425
5.13	0.00102034
5.16	0.000996974
5.19	0.000974148
5.22	0.000951848
5.25	0.000930067
5.28	0.000908795
5.31	0.000888023
5.34	0.000867742
5.37	0.000847941
5.4	0.000828612
5.43	0.000809744
5.46	0.000791329
5.49	0.000773357
5.52	0.000755817
5.55	0.000738702
5.58	0.000722001
5.61	0.000705704
5.64	0.000689804
5.67	0.000674291
5.7	0.000659156
5.73	0.000644389
5.76	0.000629983
5.79	0.000615929
5.82	0.000602218
5.85	0.000588842
5.88	0.000575793
5.91	0.000563063
5.94	0.000550643
5.97	0
